"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035252","GO:0035252","UDP-xylosyltransferase activity","2/1481","11/18089",0.225881119439607,0.680945713866184,0.599290627752974,"GXYLT2/XYLT1",2
"GO:0042285","GO:0042285","xylosyltransferase activity","2/1481","11/18089",0.225881119439607,0.680945713866184,0.599290627752974,"GXYLT2/XYLT1",2
"GO:0043855","GO:0043855","cyclic nucleotide-activated monoatomic ion channel activity","2/1481","11/18089",0.225881119439607,0.680945713866184,0.599290627752974,"AQP1/CNGA4",2
"GO:0047676","GO:0047676","arachidonate-CoA ligase activity","2/1481","11/18089",0.225881119439607,0.680945713866184,0.599290627752974,"ACSL3/ACSL5",2
"GO:0048185","GO:0048185","activin binding","2/1481","11/18089",0.225881119439607,0.680945713866184,0.599290627752974,"FST/FSTL3",2
"GO:0052629","GO:0052629","phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity","2/1481","11/18089",0.225881119439607,0.680945713866184,0.599290627752974,"SYNJ2/MTMR7",2
"GO:0097677","GO:0097677","STAT family protein binding","2/1481","11/18089",0.225881119439607,0.680945713866184,0.599290627752974,"PARP9/DTX3L",2
"GO:0016896","GO:0016896","RNA exonuclease activity, producing 5'-phosphomonoesters","5/1481","40/18089",0.226825316113341,0.681798544935435,0.60004119223477,"PNPT1/XRN1/NOCT/ISG20/HELZ2",5
"GO:0033612","GO:0033612","receptor serine/threonine kinase binding","4/1481","30/18089",0.227809025023948,0.682764839533984,0.600891614353253,"OPRD1/INHBA/BMP4/BMP2",4
"GO:0051213","GO:0051213","dioxygenase activity","10/1481","93/18089",0.229225267118919,0.685018117100304,0.602874691858147,"PTGS2/HAAO/CDO1/P4HA2/PIR/IDO1/ALOX5AP/ASPHD1/BCO1/ALOXE3",10
"GO:0016758","GO:0016758","hexosyltransferase activity","19/1481","193/18089",0.232600513158516,0.693095748746907,0.609983700464377,"EXTL1/B3GNT2/B3GNT7/GALNT15/B3GNT5/GCNT4/CHSY3/CSGALNACT1/HAS2/GBA2/GCNT1/GALNT12/UGCG/FUT4/DPY19L2/MGAT4C/GALNT9/COLGALT1/TYMP",19
"GO:0016209","GO:0016209","antioxidant activity","9/1481","83/18089",0.237573509118769,0.703580862604055,0.619211499887381,"GSTM2/PTGS2/TPO/IPCEF1/TP53INP1/PRXL2A/ALOX5AP/NXN/CYGB",9
"GO:0005506","GO:0005506","iron ion binding","15/1481","149/18089",0.238166557758308,0.703580862604055,0.619211499887381,"CYP4X1/CYP2J2/HAAO/AOX1/CYP4V2/CDO1/P4HA2/FAXDC2/LCN2/FTH1/ALOXE3/CYGB/PTGIS/ACP5/CYP2S1",15
"GO:0046906","GO:0046906","tetrapyrrole binding","15/1481","149/18089",0.238166557758308,0.703580862604055,0.619211499887381,"CYP4X1/CYP2J2/PTGS2/TPO/GUCY1B1/CYP4V2/STC2/NOS3/IDO1/GUCY1A2/CYGB/CYB5A/PTGIS/CYP2S1/HMOX1",15
"GO:0099106","GO:0099106","ion channel regulator activity","14/1481","138/18089",0.239122295431762,0.704385961686132,0.619920056126853,"AMIGO1/NPY2R/KCNMB1/GPLD1/SGK1/GEM/DRD4/CABP4/FXYD2/FXYD6/KCNMB4/RRAD/KCNS1/CACNG7",14
"GO:0001846","GO:0001846","opsonin binding","3/1481","21/18089",0.244398290976518,0.712412343723156,0.626983960681362,"ITGAV/PTX3/ITGAM",3
"GO:0005123","GO:0005123","death receptor binding","3/1481","21/18089",0.244398290976518,0.712412343723156,0.626983960681362,"MYD88/EDA/BDNF",3
"GO:0060229","GO:0060229","lipase activator activity","3/1481","21/18089",0.244398290976518,0.712412343723156,0.626983960681362,"GPIHBP1/CCL8/CCL5",3
"GO:0003823","GO:0003823","antigen binding","16/1481","161/18089",0.244641794764508,0.712412343723156,0.626983960681362,"SPON2/IL7R/HLA-F/HLA-G/HLA-A/HLA-E/HLA-C/HLA-B/HLA-DRB1/TAP2/TAP1/HLA-DPA1/HLA-DPB1/TAPBP/B2M/SLC7A5",16
"GO:0008378","GO:0008378","galactosyltransferase activity","4/1481","31/18089",0.245993011023708,0.712412343723156,0.626983960681362,"B3GNT2/B3GNT7/B3GNT5/COLGALT1",4
"GO:0031624","GO:0031624","ubiquitin conjugating enzyme binding","4/1481","31/18089",0.245993011023708,0.712412343723156,0.626983960681362,"RNF19B/RNF144A/PRKN/RNF125",4
"GO:0051117","GO:0051117","ATPase binding","9/1481","84/18089",0.248350998659239,0.71624870946756,0.63036029155244,"NKAIN1/ADCY10/ATP1B1/WFS1/ANK2/EGFR/ATP6V0A4/ANK1/ABCA1",9
"GO:0008028","GO:0008028","monocarboxylic acid transmembrane transporter activity","7/1481","63/18089",0.255389729505271,0.71624870946756,0.63036029155244,"MFSD2A/SLC7A14/ABCG2/CD36/SLCO2B1/ABCC3/CEACAM1",7
"GO:0016779","GO:0016779","nucleotidyltransferase activity","14/1481","140/18089",0.255813779662992,0.71624870946756,0.63036029155244,"TENT5B/PNPT1/PARP9/PARP14/MB21D2/PARP8/CGAS/TENT5A/PARP12/PARP10/ART4/OAS1/OAS3/OAS2",14
"GO:0003906","GO:0003906","DNA-(apurinic or apyrimidinic site) endonuclease activity","2/1481","12/18089",0.257272908548585,0.71624870946756,0.63036029155244,"HMGA2/NEIL1",2
"GO:0005165","GO:0005165","neurotrophin receptor binding","2/1481","12/18089",0.257272908548585,0.71624870946756,0.63036029155244,"NTRK1/BDNF",2
"GO:0015166","GO:0015166","polyol transmembrane transporter activity","2/1481","12/18089",0.257272908548585,0.71624870946756,0.63036029155244,"AQP1/AQP3",2
"GO:0032393","GO:0032393","MHC class I receptor activity","2/1481","12/18089",0.257272908548585,0.71624870946756,0.63036029155244,"MR1/CTSH",2
"GO:0042301","GO:0042301","phosphate ion binding","2/1481","12/18089",0.257272908548585,0.71624870946756,0.63036029155244,"NCEH1/PDE2A",2
"GO:0070008","GO:0070008","serine-type exopeptidase activity","2/1481","12/18089",0.257272908548585,0.71624870946756,0.63036029155244,"PRCP/ACE",2
"GO:0070700","GO:0070700","BMP receptor binding","2/1481","12/18089",0.257272908548585,0.71624870946756,0.63036029155244,"BMP4/BMP2",2
"GO:0140713","GO:0140713","histone chaperone activity","2/1481","12/18089",0.257272908548585,0.71624870946756,0.63036029155244,"MYD88/JDP2",2
"GO:1990817","GO:1990817","poly(A) RNA polymerase activity","2/1481","12/18089",0.257272908548585,0.71624870946756,0.63036029155244,"TENT5B/TENT5A",2
"GO:0004721","GO:0004721","phosphoprotein phosphatase activity","17/1481","174/18089",0.258029212103994,0.71624870946756,0.63036029155244,"PTPN7/DUSP10/DUSP2/CTDSPL/PPM1L/PPM1K/PTPRK/TNS3/PTPRN2/MTMR7/DUSP8/DUSP5/DUSP16/TNS2/PTPRR/SSH1/PTPRH",17
"GO:0042169","GO:0042169","SH2 domain binding","5/1481","42/18089",0.258172018684251,0.71624870946756,0.63036029155244,"IRS1/KIT/GHR/SQSTM1/SYNGR3",5
"GO:0051879","GO:0051879","Hsp90 protein binding","5/1481","42/18089",0.258172018684251,0.71624870946756,0.63036029155244,"GBP1/GUCY1B1/SLC12A2/NOD2/PTGES3L",5
"GO:0004540","GO:0004540","RNA nuclease activity","12/1481","118/18089",0.258433094007694,0.71624870946756,0.63036029155244,"ZC3H12A/PNPT1/XRN1/NOCT/PIWIL4/ZC3H12C/RNASE6/RNASE1/ISG20/N4BP1/SAMHD1/HELZ2",12
"GO:0043425","GO:0043425","bHLH transcription factor binding","4/1481","32/18089",0.264478622521032,0.724661377322087,0.637764160755157,"BHLHE40/LMO2/BHLHE41/SMAD3",4
"GO:0071889","GO:0071889","14-3-3 protein binding","4/1481","32/18089",0.264478622521032,0.724661377322087,0.637764160755157,"SYNPO2/HLA-F/AANAT/ZFP36",4
"GO:0019829","GO:0019829","ATPase-coupled monoatomic cation transmembrane transporter activity","6/1481","53/18089",0.264762375228828,0.724661377322087,0.637764160755157,"ATP1B1/ATP13A4/ATP13A3/ATP8A1/ATP6V0A4/ATP6V1B2",6
"GO:1901618","GO:1901618","organic hydroxy compound transmembrane transporter activity","6/1481","53/18089",0.264762375228828,0.724661377322087,0.637764160755157,"AQP1/AQP3/SLCO2B1/SLC6A4/ABCC3/CEACAM1",6
"GO:0004115","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","3/1481","22/18089",0.267148652209076,0.724661377322087,0.637764160755157,"PDE1A/PDE3B/PDE2A",3
"GO:0005248","GO:0005248","voltage-gated sodium channel activity","3/1481","22/18089",0.267148652209076,0.724661377322087,0.637764160755157,"SCN9A/SCN5A/SCN10A",3
"GO:0015377","GO:0015377","chloride:monoatomic cation symporter activity","3/1481","22/18089",0.267148652209076,0.724661377322087,0.637764160755157,"SLC12A8/SLC12A2/SLC6A4",3
"GO:0031681","GO:0031681","G-protein beta-subunit binding","3/1481","22/18089",0.267148652209076,0.724661377322087,0.637764160755157,"RGS7/F2RL1/RASD1",3
"GO:0003714","GO:0003714","transcription corepressor activity","19/1481","198/18089",0.267794359611751,0.724661377322087,0.637764160755157,"CREG1/BTG2/ARID5A/LMCD1/PARP9/PARP14/PRDM8/ZNF366/PRKN/HDAC9/RUNX1T1/PARP10/TRIM22/CCND1/ANKRD1/HMGA2/TLE6/TLE2/BCL3",19
"GO:0019903","GO:0019903","protein phosphatase binding","14/1481","142/18089",0.272917214021501,0.736590700670596,0.648262988389457,"IKBKE/STAT1/GHR/ITGA1/PDLIM4/EGFR/ANK1/SMTNL1/MASTL/TRAF3/BCL2/JAK3/CEACAM1/CADM4",14
"GO:0015085","GO:0015085","calcium ion transmembrane transporter activity","13/1481","131/18089",0.275145383872487,0.74066551115544,0.651849171081719,"SLC8A1/TMEM37/ITGAV/HTR1B/TMC1/PANX1/P2RX4/TRPC4/TRPV2/CACNA1A/SLC8A2/CACNG7/CACNA1I",13
"GO:0004438","GO:0004438","phosphatidylinositol-3-phosphate phosphatase activity","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"SYNJ2/MTMR7",2
"GO:0008174","GO:0008174","mRNA methyltransferase activity","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"CMTR1/TMT1A",2
"GO:0015368","GO:0015368","calcium:monoatomic cation antiporter activity","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"SLC8A1/SLC8A2",2
"GO:0030955","GO:0030955","potassium ion binding","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"ADPRH/PDXK",2
"GO:0039706","GO:0039706","co-receptor binding","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"BMP4/BMP2",2
"GO:0045028","GO:0045028","G protein-coupled purinergic nucleotide receptor activity","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"PTAFR/P2RY6",2
"GO:0045159","GO:0045159","myosin II binding","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"GCSAM/LIMCH1",2
"GO:0071837","GO:0071837","HMG box domain binding","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"PRRX1/MEOX1",2
"GO:0089720","GO:0089720","caspase binding","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"RIPK2/CASP1",2
"GO:1990825","GO:1990825","sequence-specific mRNA binding","2/1481","13/18089",0.288716636578527,0.754362335705197,0.663903551358293,"RBM24/SHFL",2
"GO:0043274","GO:0043274","phospholipase binding","3/1481","23/18089",0.290126806674986,0.754362335705197,0.663903551358293,"SELE/BANK1/PRKN",3
"GO:0070300","GO:0070300","phosphatidic acid binding","3/1481","23/18089",0.290126806674986,0.754362335705197,0.663903551358293,"PLEKHN1/CIDEA/PLTP",3
"GO:0140103","GO:0140103","catalytic activity, acting on a glycoprotein","3/1481","23/18089",0.290126806674986,0.754362335705197,0.663903551358293,"GCNT4/GCNT1/MGAT4C",3
"GO:0005249","GO:0005249","voltage-gated potassium channel activity","10/1481","99/18089",0.291208738710639,0.754362335705197,0.663903551358293,"KCNQ4/KCNT2/KCNK1/KCNN2/KCNQ5/KCND2/KCNJ5/SNAP25/KCNS1/KCNJ15",10
"GO:0043130","GO:0043130","ubiquitin binding","10/1481","99/18089",0.291208738710639,0.754362335705197,0.663903551358293,"RNF19B/CXCR4/SQSTM1/TNFAIP3/PRKN/UBE2L6/UBAP1L/SMAD3/N4BP1/NOD2",10
"GO:0050660","GO:0050660","flavin adenine dinucleotide binding","9/1481","88/18089",0.292952227279321,0.756976807832029,0.666204511053356,"KMO/AOX1/KDM1B/DDO/NOS3/CYB5R2/AIFM2/SQOR/AIFM3",9
"GO:0005085","GO:0005085","guanyl-nucleotide exchange factor activity","21/1481","226/18089",0.304105127847701,0.780059711980206,0.686519446349418,"ARHGEF16/ARHGEF10L/VAV3/DENND2D/RALGPS2/DOCK10/ARHGEF26/MCF2L2/RASGEF1B/DOCK2/DENND2B/RAB3IL1/ARHGEF17/RCBTB2/ARHGEF40/RASGRF1/RIN2/KIAA1755/TBXA2R/PTGIR/CYTH4",21
"GO:0015081","GO:0015081","sodium ion transmembrane transporter activity","15/1481","157/18089",0.30439493579391,0.780059711980206,0.686519446349418,"MFSD2A/ATP1B1/KCNK1/SLC8A1/SCN9A/SCN5A/SCN10A/SLC4A4/SLC12A2/GRIK4/ASIC1/SCNN1G/SCNN1B/SLC6A4/SLC8A2",15
"GO:0048306","GO:0048306","calcium-dependent protein binding","8/1481","78/18089",0.306464193947073,0.780059711980206,0.686519446349418,"S100A10/S100A3/SELP/TNNC1/MASP1/WFS1/A2M/SNAP25",8
"GO:0032266","GO:0032266","phosphatidylinositol-3-phosphate binding","5/1481","45/18089",0.306864942785272,0.780059711980206,0.686519446349418,"PLA2G4A/PLEK2/ZFYVE26/PLEKHA4/NCF4",5
"GO:0004601","GO:0004601","peroxidase activity","6/1481","56/18089",0.308261767050076,0.780059711980206,0.686519446349418,"GSTM2/PTGS2/TPO/IPCEF1/ALOX5AP/CYGB",6
"GO:0015276","GO:0015276","ligand-gated monoatomic ion channel activity","16/1481","169/18089",0.308960345217938,0.780059711980206,0.686519446349418,"KCNT2/KCNK1/KCNN2/KCNMB1/GABRP/AQP1/CNGA4/GRIK4/KCNJ5/ASIC1/KCNMB4/P2RX7/P2RX4/SCNN1G/SCNN1B/KCNJ15",16
"GO:0004497","GO:0004497","monooxygenase activity","10/1481","101/18089",0.312829353877832,0.780059711980206,0.686519446349418,"CYP4X1/CYP2J2/KMO/CYP4V2/FAXDC2/MOXD1/NOS3/PTGIS/CYP2S1/HMOX1",10
"GO:0008093","GO:0008093","cytoskeletal anchor activity","3/1481","24/18089",0.31323445272532,0.780059711980206,0.686519446349418,"ANK2/ANK1/GAS2",3
"GO:0015662","GO:0015662","P-type ion transporter activity","3/1481","24/18089",0.31323445272532,0.780059711980206,0.686519446349418,"ATP1B1/ATP13A4/ATP13A3",3
"GO:0035035","GO:0035035","histone acetyltransferase binding","3/1481","24/18089",0.31323445272532,0.780059711980206,0.686519446349418,"STAT1/EGR1/CEBPB",3
"GO:0047617","GO:0047617","fatty acyl-CoA hydrolase activity","3/1481","24/18089",0.31323445272532,0.780059711980206,0.686519446349418,"OLAH/ACOT1/ACOT4",3
"GO:0048027","GO:0048027","mRNA 5'-UTR binding","3/1481","24/18089",0.31323445272532,0.780059711980206,0.686519446349418,"RPL5/RPS3A/MYH10",3
"GO:0051537","GO:0051537","2 iron, 2 sulfur cluster binding","3/1481","24/18089",0.31323445272532,0.780059711980206,0.686519446349418,"AOX1/CISD1/AIFM3",3
"GO:0070696","GO:0070696","transmembrane receptor protein serine/threonine kinase binding","3/1481","24/18089",0.31323445272532,0.780059711980206,0.686519446349418,"INHBA/BMP4/BMP2",3
"GO:0140358","GO:0140358","P-type transmembrane transporter activity","3/1481","24/18089",0.31323445272532,0.780059711980206,0.686519446349418,"ATP1B1/ATP13A4/ATP13A3",3
"GO:1990782","GO:1990782","protein tyrosine kinase binding","12/1481","124/18089",0.315943287851939,0.780971875106522,0.687322228129891,"ARHGEF16/ALKAL2/IRS1/BANK1/SQSTM1/NRG1/NRG3/ITGAX/PITPNM3/CEACAM1/CADM4/GP6",12
"GO:0005262","GO:0005262","calcium channel activity","11/1481","113/18089",0.31986141292695,0.780971875106522,0.687322228129891,"TMEM37/ITGAV/HTR1B/TMC1/PANX1/P2RX4/TRPC4/TRPV2/CACNA1A/CACNG7/CACNA1I",11
"GO:0005344","GO:0005344","oxygen carrier activity","2/1481","14/18089",0.319993514775531,0.780971875106522,0.687322228129891,"IPCEF1/CYGB",2
"GO:0008195","GO:0008195","phosphatidate phosphatase activity","2/1481","14/18089",0.319993514775531,0.780971875106522,0.687322228129891,"PLPPR1/PLPPR3",2
"GO:0008331","GO:0008331","high voltage-gated calcium channel activity","2/1481","14/18089",0.319993514775531,0.780971875106522,0.687322228129891,"CACNA1A/CACNA1I",2
"GO:0015929","GO:0015929","hexosaminidase activity","2/1481","14/18089",0.319993514775531,0.780971875106522,0.687322228129891,"HYAL3/CEMIP",2
"GO:0052744","GO:0052744","phosphatidylinositol monophosphate phosphatase activity","2/1481","14/18089",0.319993514775531,0.780971875106522,0.687322228129891,"SYNJ2/MTMR7",2
"GO:0071933","GO:0071933","Arp2/3 complex binding","2/1481","14/18089",0.319993514775531,0.780971875106522,0.687322228129891,"WASF3/GMFB",2
"GO:0071855","GO:0071855","neuropeptide receptor binding","4/1481","35/18089",0.321175630499675,0.780971875106522,0.687322228129891,"NMU/MRAP2/GAL/TAC4",4
"GO:0140693","GO:0140693","molecular condensate scaffold activity","4/1481","35/18089",0.321175630499675,0.780971875106522,0.687322228129891,"NLRP3/SQSTM1/CGAS/LIAT1",4
"GO:0008188","GO:0008188","neuropeptide receptor activity","5/1481","46/18089",0.323398349984709,0.7845263501982,0.690450471050945,"NPY2R/GAL/SSTR5/SSTR2/MCHR1",5
"GO:0022834","GO:0022834","ligand-gated channel activity","16/1481","171/18089",0.325763290283501,0.78840833869082,0.693866953853169,"KCNT2/KCNK1/KCNN2/KCNMB1/GABRP/AQP1/CNGA4/GRIK4/KCNJ5/ASIC1/KCNMB4/P2RX7/P2RX4/SCNN1G/SCNN1B/KCNJ15",16
"GO:0005104","GO:0005104","fibroblast growth factor receptor binding","3/1481","25/18089",0.336380356660316,0.800942604426756,0.704898182669727,"FGF5/FGF20/FLRT3",3
"GO:0005227","GO:0005227","calcium-activated cation channel activity","3/1481","25/18089",0.336380356660316,0.800942604426756,0.704898182669727,"KCNN2/KCNMB1/KCNMB4",3
"GO:0005537","GO:0005537","mannose binding","3/1481","25/18089",0.336380356660316,0.800942604426756,0.704898182669727,"COLEC10/MRC1/CLEC10A",3
"GO:0015296","GO:0015296","monoatomic anion:monoatomic cation symporter activity","3/1481","25/18089",0.336380356660316,0.800942604426756,0.704898182669727,"SLC12A8/SLC12A2/SLC6A4",3
"GO:0015645","GO:0015645","fatty acid ligase activity","3/1481","25/18089",0.336380356660316,0.800942604426756,0.704898182669727,"ACSL3/ACSL5/ACSM3",3
"GO:0016289","GO:0016289","acyl-CoA hydrolase activity","3/1481","25/18089",0.336380356660316,0.800942604426756,0.704898182669727,"OLAH/ACOT1/ACOT4",3
"GO:0070412","GO:0070412","R-SMAD binding","3/1481","25/18089",0.336380356660316,0.800942604426756,0.704898182669727,"ANKRD1/FOS/SMAD3",3
"GO:0001222","GO:0001222","transcription corepressor binding","5/1481","47/18089",0.340025048671921,0.806567809567527,0.709848845624798,"PBX1/STAT1/BCL6/HES1/SMAD3",5
"GO:0015101","GO:0015101","organic cation transmembrane transporter activity","4/1481","36/18089",0.340307465724418,0.806567809567527,0.709848845624798,"SLC44A5/ATP13A3/SLC22A4/RHAG",4
"GO:0004467","GO:0004467","long-chain fatty acid-CoA ligase activity","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"ACSL3/ACSL5",2
"GO:0004953","GO:0004953","icosanoid receptor activity","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"TBXA2R/PTGIR",2
"GO:0005041","GO:0005041","low-density lipoprotein particle receptor activity","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"CD36/CXCL16",2
"GO:0005521","GO:0005521","lamin binding","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"SYNE1/IFI27",2
"GO:0005523","GO:0005523","tropomyosin binding","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"TMOD1/SMTNL1",2
"GO:0008242","GO:0008242","omega peptidase activity","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"GGH/GGT5",2
"GO:0015116","GO:0015116","sulfate transmembrane transporter activity","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"SLC26A4/UCP2",2
"GO:0042043","GO:0042043","neurexin family protein binding","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"SYTL3/NLGN3",2
"GO:0061578","GO:0061578","K63-linked deubiquitinase activity","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"TNFAIP3/CYLD",2
"GO:0106018","GO:0106018","phosphatidylinositol-3,5-bisphosphate phosphatase activity","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"SYNJ2/MTMR7",2
"GO:1901611","GO:1901611","phosphatidylglycerol binding","2/1481","15/18089",0.350920187773953,0.809223496802523,0.712186078149752,"PLEKHN1/PLTP",2
"GO:0015103","GO:0015103","inorganic anion transmembrane transporter activity","14/1481","151/18089",0.353859521617556,0.809223496802523,0.712186078149752,"SLC12A8/SLC4A4/SLC12A2/GABRP/SLC25A27/SLC26A4/ANO9/BEST1/UCP2/ANO2/SLC6A4/ABCC3/APOL1/SLC37A1",14
"GO:0005504","GO:0005504","fatty acid binding","5/1481","48/18089",0.356711669877816,0.809223496802523,0.712186078149752,"FABP3/GSTM2/OXER1/CD36/ALOX5AP",5
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","27/1481","304/18089",0.357637151192363,0.809223496802523,0.712186078149752,"ISG15/TNFRSF14/PRKACB/RPL5/BLZF1/IKBKE/TRIB2/CXCR4/SCN5A/WFS1/SNCAIP/SQSTM1/PRKN/EGFR/CLU/RIGI/TRAF1/UBE2L6/USP2/NFKBIA/DIO2/TRAF3/SMAD3/PML/NGFR/BCL2/RANGAP1",27
"GO:0000146","GO:0000146","microfilament motor activity","4/1481","37/18089",0.359470997387369,0.809223496802523,0.712186078149752,"MYO7A/MYO5C/MYH10/MYO5B",4
"GO:0005109","GO:0005109","frizzled binding","4/1481","37/18089",0.359470997387369,0.809223496802523,0.712186078149752,"WNT9A/RSPO3/CTHRC1/WNT10B",4
"GO:0044390","GO:0044390","ubiquitin-like protein conjugating enzyme binding","4/1481","37/18089",0.359470997387369,0.809223496802523,0.712186078149752,"RNF19B/RNF144A/PRKN/RNF125",4
"GO:0045505","GO:0045505","dynein intermediate chain binding","4/1481","37/18089",0.359470997387369,0.809223496802523,0.712186078149752,"DYNLT5/DNAH5/DNAH8/DNAH11",4
"GO:0001671","GO:0001671","ATPase activator activity","3/1481","26/18089",0.359480467056795,0.809223496802523,0.712186078149752,"DNAJB4/ATP1B1/FXYD2",3
"GO:0001848","GO:0001848","complement binding","3/1481","26/18089",0.359480467056795,0.809223496802523,0.712186078149752,"PTX3/CFB/ITGAM",3
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","3/1481","26/18089",0.359480467056795,0.809223496802523,0.712186078149752,"TGFB2/SMAD3/LRG1",3
"GO:0034593","GO:0034593","phosphatidylinositol bisphosphate phosphatase activity","3/1481","26/18089",0.359480467056795,0.809223496802523,0.712186078149752,"INPP4B/SYNJ2/MTMR7",3
