gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,delta.pct
APPBP2,0.460670155,-0.077380706,0.252,0.217,1,0.035
TPMT,0.461000643,-0.056389017,0.157,0.134,1,0.023
PPP1R15A,0.461020294,-0.152471158,0.906,0.689,1,0.217
DDX10,0.46190508,-0.09960668,0.088,0.11,1,-0.022
SMIM20,0.462082572,-0.032129585,0.132,0.11,1,0.022
URI1,0.46221934,-0.085118831,0.17,0.146,1,0.024
MAP2K1,0.462869094,-0.278346364,0.17,0.189,1,-0.019
CMAS,0.463446222,-0.211421461,0.176,0.201,1,-0.025
ENO1,0.463450904,-0.467438895,0.73,0.598,1,0.132
TMEM14A,0.463884856,0.017423426,0.151,0.126,1,0.025
MRPL14,0.463924547,-0.316270516,0.352,0.35,1,0.002
EHMT1,0.464647319,-0.110526673,0.119,0.094,1,0.025
ITGB1,0.465528325,-0.312290664,0.711,0.531,1,0.18
TMEM5,0.465764542,0.032579768,0.132,0.11,1,0.022
VMP1,0.46581966,-0.298645141,0.604,0.441,1,0.163
XAF1,0.465997905,-0.14119806,0.245,0.201,1,0.044
AP2A2,0.466687401,-0.12501773,0.17,0.142,1,0.028
DRG1,0.46684038,-0.238504623,0.208,0.181,1,0.027
TPT1-AS1,0.467342643,0.028383555,0.101,0.083,1,0.018
CISD2,0.467513634,-0.130651436,0.151,0.181,1,-0.03
MXD4,0.467604689,-0.079860197,0.321,0.272,1,0.049
CDK5RAP1,0.468108134,0.022381002,0.107,0.087,1,0.02
OAF,0.468391057,0.028982434,0.101,0.083,1,0.018
HEBP2,0.468880414,-0.306249135,0.465,0.37,1,0.095
SKIV2L2,0.469423953,0.057677059,0.138,0.114,1,0.024
LIMK2,0.469509366,-0.005416426,0.157,0.134,1,0.023
DIP2A,0.470262633,-0.043579186,0.164,0.138,1,0.026
BET1,0.470658208,-0.019514293,0.208,0.173,1,0.035
PVRL2,0.470946658,-0.432074491,0.597,0.504,1,0.093
CCDC106,0.472214134,-0.012665192,0.107,0.087,1,0.02
RP2,0.472514684,-0.014151275,0.113,0.091,1,0.022
TOM1,0.474190008,-0.002312544,0.082,0.106,1,-0.024
CENPB,0.474492769,-0.057023012,0.164,0.138,1,0.026
SPTSSA,0.474802935,-0.159395677,0.302,0.256,1,0.046
ARSA,0.475306609,-0.178705574,0.082,0.102,1,-0.02
PIM1,0.47543721,-0.361548194,0.138,0.161,1,-0.023
SBF2,0.4758561,-0.022006772,0.17,0.142,1,0.028
FAM210A,0.475879504,-0.131001831,0.176,0.205,1,-0.029
SNIP1,0.476738927,-0.052953664,0.138,0.114,1,0.024
ANP32A,0.476844454,-0.167841912,0.308,0.264,1,0.044
TNRC18,0.476907644,0.019322625,0.132,0.11,1,0.022
RFXANK,0.477499127,-0.174447201,0.157,0.13,1,0.027
KDM5B,0.478157206,-0.051089972,0.151,0.13,1,0.021
NDRG2,0.478171816,-0.109303978,0.145,0.114,1,0.031
EFEMP2,0.47831769,-0.064327745,0.132,0.157,1,-0.025
KAT6B,0.478346595,-0.140103202,0.176,0.142,1,0.034
SKAP2,0.478764167,-0.033086434,0.17,0.146,1,0.024
WDR20,0.479084319,-0.002816123,0.138,0.118,1,0.02
SYNE1,0.479099541,-0.121715029,0.453,0.386,1,0.067
CDKN1A,0.479283638,-0.218764955,0.805,0.575,1,0.23
DHX8,0.479447063,-0.040220078,0.107,0.087,1,0.02
HERC2,0.479504419,-0.189036553,0.239,0.193,1,0.046
CIR1,0.479946366,-0.222886707,0.214,0.185,1,0.029
MOV10,0.479962348,0.006131615,0.119,0.098,1,0.021
ZNF506,0.480485335,-0.030558724,0.107,0.087,1,0.02
ATP1B1,0.480916691,-0.368685035,0.126,0.098,1,0.028
CBX6,0.481769295,-0.124513975,0.182,0.157,1,0.025
DCTPP1,0.482175596,-0.235906673,0.151,0.177,1,-0.026
KMT2C,0.482628521,-0.049955191,0.308,0.28,1,0.028
C12orf57,0.482674586,-0.264787414,0.66,0.5,1,0.16
PARP9,0.482733764,-0.007291275,0.176,0.15,1,0.026
LINC00667,0.483815165,0.033257991,0.113,0.094,1,0.019
CACHD1,0.483905371,0.026888073,0.119,0.098,1,0.021
TMEM170A,0.484094856,-0.014319638,0.22,0.197,1,0.023
CHD3,0.484276259,-0.035596755,0.17,0.142,1,0.028
ILF3-AS1,0.484279764,-0.259562837,0.176,0.205,1,-0.029
LATS2,0.48440188,-0.147638366,0.208,0.181,1,0.027
IMPACT,0.484498526,0.037009996,0.126,0.106,1,0.02
RABL6,0.484847918,-0.231160939,0.182,0.154,1,0.028
SRGAP2,0.485438836,-0.238271932,0.17,0.189,1,-0.019
SP110,0.485559518,-0.265814686,0.201,0.224,1,-0.023
GNB5,0.485969755,-0.188705991,0.138,0.114,1,0.024
JMJD1C,0.486110515,-0.434560218,0.679,0.539,1,0.14
PPP2R4,0.486418455,0.015888065,0.138,0.118,1,0.02
UQCRC1,0.486665703,-0.08790019,0.233,0.205,1,0.028
SNRNP200,0.487061751,-0.04195534,0.233,0.209,1,0.024
RAMP2,0.487213853,-0.182124241,0.654,0.563,1,0.091
SLAIN2,0.487455672,0.033777451,0.17,0.15,1,0.02
SIGMAR1,0.4878659,0.077745461,0.119,0.098,1,0.021
BAX,0.490437613,-0.213656189,0.384,0.319,1,0.065
CHST12,0.490974615,0.068863168,0.195,0.173,1,0.022
TMEM91,0.492435461,-0.0322512,0.164,0.142,1,0.022
UBQLN2,0.492975143,-0.15553903,0.138,0.11,1,0.028
RBM18,0.493459667,-0.131757685,0.126,0.102,1,0.024
SMIM19,0.493660843,-0.291623073,0.22,0.189,1,0.031
MTX2,0.493936645,-0.128348013,0.151,0.126,1,0.025
ATXN7L3B,0.494151298,-0.110660197,0.101,0.122,1,-0.021
USP10,0.495017396,-0.133290193,0.164,0.142,1,0.022
APC,0.495736271,-0.145689743,0.151,0.126,1,0.025
KAT5,0.495842891,-0.03940873,0.176,0.154,1,0.022
SBNO2,0.496274882,-0.071785802,0.264,0.228,1,0.036
FUNDC2,0.496884904,-0.148082936,0.447,0.386,1,0.061
RBM10,0.496924157,-0.03343237,0.151,0.177,1,-0.026
EFR3A,0.497131907,-0.287285839,0.17,0.197,1,-0.027
TMEM33,0.497710364,-0.133633098,0.132,0.11,1,0.022
GOPC,0.498464742,-0.004254462,0.138,0.118,1,0.02
C20orf194,0.499354766,0.045921371,0.101,0.083,1,0.018
OSTM1,0.499892084,-0.08612784,0.138,0.165,1,-0.027
ATP6V0A1,0.500432423,-0.31174242,0.17,0.193,1,-0.023
ZCCHC6,0.500743628,-0.10885635,0.132,0.157,1,-0.025
MAPKAPK5-AS1,0.500843502,-0.210302847,0.119,0.138,1,-0.019
SLC12A4,0.500857518,-0.053692488,0.119,0.098,1,0.021
KLHDC2,0.501180292,-0.212135079,0.164,0.138,1,0.026
GBE1,0.501263126,0.051620938,0.252,0.276,1,-0.024
TRIM33,0.501913011,0.062138477,0.22,0.201,1,0.019
IGF1R,0.502460275,-0.043428927,0.138,0.165,1,-0.027
SREBF1,0.503555421,-0.028125331,0.151,0.177,1,-0.026
QSOX1,0.503574135,-0.153103012,0.277,0.24,1,0.037
PGS1,0.504260419,0.069551205,0.107,0.091,1,0.016
SNAI1,0.505235037,-0.067033571,0.208,0.185,1,0.023
RP11-488L18.10,0.505895353,0.007437594,0.17,0.146,1,0.024
SUCLA2,0.506277155,-0.121837016,0.088,0.11,1,-0.022
TOR3A,0.506756049,-0.035400781,0.17,0.146,1,0.024
MTHFD1,0.506988388,0.015569264,0.101,0.083,1,0.018
FAHD1,0.508083889,0.076266968,0.101,0.083,1,0.018
ZNF787,0.508238735,-0.232834149,0.258,0.268,1,-0.01
TAF1B,0.508974362,-0.102735084,0.107,0.087,1,0.02
ACBD3,0.50939103,-0.2871972,0.264,0.283,1,-0.019
MYL12A,0.509692332,-0.065908909,0.906,0.685,1,0.221
ALAS1,0.509932497,-0.393775504,0.233,0.248,1,-0.015
THSD7A,0.509932529,-0.054688649,0.226,0.252,1,-0.026
C17orf62,0.511337625,-0.009127152,0.145,0.169,1,-0.024
EAF1,0.512030694,-0.039720137,0.132,0.114,1,0.018
HGS,0.512569271,0.085584796,0.214,0.193,1,0.021
SH3GL1,0.512590009,-0.284403861,0.201,0.217,1,-0.016
DGKH,0.513332291,-0.124137116,0.164,0.185,1,-0.021
PRR24,0.515621775,-0.014231205,0.088,0.11,1,-0.022
ZUFSP,0.515962603,0.004124242,0.107,0.087,1,0.02
ARHGAP18,0.516039563,-0.138373518,0.195,0.22,1,-0.025
CDC27,0.516063887,-0.167817056,0.245,0.205,1,0.04
B4GALT3,0.516180932,-0.2366405,0.233,0.209,1,0.024
EIF2B3,0.517095484,-0.043881581,0.119,0.098,1,0.021
LPCAT1,0.517095484,-0.044881598,0.119,0.098,1,0.021
AASS,0.517582399,0.002237881,0.107,0.087,1,0.02
DYRK3,0.517731454,-0.142892605,0.101,0.122,1,-0.021
TMCO1,0.519010981,-0.110359991,0.453,0.374,1,0.079
PSMD9,0.519011306,0.141797728,0.157,0.138,1,0.019
TJP1,0.519100413,-0.279778117,0.547,0.433,1,0.114
NTMT1,0.520804697,-0.130855423,0.132,0.154,1,-0.022
REXO1,0.520829727,-0.016184879,0.107,0.087,1,0.02
GMFG,0.521590366,-0.26411743,0.208,0.24,1,-0.032
TAF1C,0.521783109,0.01253716,0.145,0.126,1,0.019
MAPKAPK2,0.522338822,-0.190629343,0.314,0.276,1,0.038
USP48,0.522378127,-0.071836378,0.151,0.181,1,-0.03
RANGRF,0.524152439,-0.121774644,0.157,0.134,1,0.023
GPANK1,0.524940014,-0.088022567,0.138,0.118,1,0.02
CSNK1G3,0.525118365,0.049133066,0.214,0.193,1,0.021
VASP,0.525632245,-0.221652001,0.358,0.315,1,0.043
ANAPC7,0.526412101,-0.057199297,0.088,0.106,1,-0.018
STXBP1,0.527098877,-0.314612646,0.17,0.193,1,-0.023
PEA15,0.527164636,-0.298382051,0.541,0.413,1,0.128
ARL5B,0.527206922,-0.296197237,0.409,0.39,1,0.019
SNRNP27,0.527786464,-0.081116037,0.157,0.134,1,0.023
MT-ND6,0.52878767,-0.261372312,0.321,0.28,1,0.041
CDC26,0.529033871,-0.264323179,0.377,0.319,1,0.058
BBIP1,0.529067091,-0.104932585,0.208,0.185,1,0.023
ARFGAP2,0.52960828,-0.165716794,0.157,0.134,1,0.023
EXOSC9,0.529736154,-0.10177284,0.101,0.122,1,-0.021
RAD9A,0.530483104,0.015867409,0.132,0.114,1,0.018
ENPP4,0.532379743,-0.083336294,0.157,0.181,1,-0.024
STT3B,0.53256328,-0.154687692,0.27,0.248,1,0.022
ACTB,0.533183501,0.024484812,0.975,0.925,1,0.05
MAN2A2,0.534410403,0.028184189,0.132,0.114,1,0.018
TMX1,0.534539047,-0.048780067,0.201,0.228,1,-0.027
WIPI2,0.534874177,-0.090556773,0.264,0.236,1,0.028
BCAT2,0.535394462,0.034356103,0.107,0.13,1,-0.023
LCORL,0.536395122,-0.049602048,0.107,0.091,1,0.016
FTSJ1,0.536810157,-0.096237431,0.145,0.126,1,0.019
FKBP3,0.537557878,-0.153255445,0.245,0.22,1,0.025
MLKL,0.537701989,0.00814004,0.195,0.173,1,0.022
TELO2,0.538324311,-0.090075365,0.107,0.087,1,0.02
USP4,0.538352324,-0.011663445,0.132,0.114,1,0.018
PPP1R35,0.538708293,0.087502562,0.094,0.118,1,-0.024
CTSH,0.538774875,-0.190763831,0.346,0.287,1,0.059
BRWD1,0.539575339,-0.100596378,0.176,0.201,1,-0.025
NUP93,0.539664358,0.034928398,0.107,0.091,1,0.016
NT5DC1,0.539789006,-0.088085023,0.189,0.165,1,0.024
EGLN3,0.541205461,-0.364197014,0.233,0.189,1,0.044
GMPS,0.541318306,0.0483405,0.132,0.114,1,0.018
RFC1,0.541767183,-0.075576826,0.189,0.173,1,0.016
H2AFY,0.541938474,-0.241130716,0.415,0.362,1,0.053
KYNU,0.542899034,-0.01831745,0.101,0.122,1,-0.021
MRPL4,0.543218516,0.044145987,0.151,0.134,1,0.017
WRAP73,0.543918272,0.002352229,0.126,0.106,1,0.02
GON4L,0.544376899,-0.089573637,0.239,0.209,1,0.03
RPAP3,0.544920168,-0.192999844,0.101,0.083,1,0.018
MRPS28,0.54594189,-0.156151911,0.214,0.189,1,0.025
TCEB3,0.546036123,-0.158070765,0.151,0.177,1,-0.026
VEGFA,0.546235739,-0.179774428,0.113,0.134,1,-0.021
REPIN1,0.546269528,-0.025526202,0.17,0.146,1,0.024
AK3,0.546787428,-0.139463613,0.283,0.252,1,0.031
LINC01003,0.547180841,-0.055123942,0.082,0.102,1,-0.02
AHCY,0.547247284,-0.127831095,0.126,0.146,1,-0.02
CDC34,0.547340032,-0.029959603,0.239,0.26,1,-0.021
DSEL,0.548004716,-0.072455967,0.126,0.106,1,0.02
ZNF394,0.548214625,0.012899021,0.264,0.236,1,0.028
SPATA2L,0.548608093,-0.078368088,0.17,0.193,1,-0.023
ZNF335,0.548661,-0.041053439,0.22,0.189,1,0.031
ATPAF2,0.549198742,-0.018681772,0.101,0.087,1,0.014
RBMS2,0.549557473,0.006382219,0.113,0.094,1,0.019
SACS,0.550072524,-0.008512123,0.151,0.13,1,0.021
FAM199X,0.550326109,0.064464257,0.101,0.087,1,0.014
INSIG1,0.550663145,-0.434349184,0.528,0.429,1,0.099
TTC9C,0.551079473,-0.030037303,0.126,0.106,1,0.02
DUSP12,0.551736263,-0.055053297,0.107,0.091,1,0.016
C2CD4B,0.552180592,-0.026578276,0.421,0.354,1,0.067
PIK3R1,0.552262914,0.022506616,0.132,0.114,1,0.018
ECH1,0.552439727,-0.386698683,0.396,0.386,1,0.01
MVD,0.552690383,-0.172849356,0.138,0.157,1,-0.019
TMEM106B,0.552951702,-0.19304425,0.22,0.193,1,0.027
AFAP1L1,0.553107249,-0.25773044,0.189,0.209,1,-0.02
NBR1,0.554303777,-0.066756112,0.182,0.157,1,0.025
GBA2,0.555069382,-0.100519399,0.113,0.134,1,-0.021
ENAH,0.555225196,-0.060985097,0.164,0.185,1,-0.021
ERICH1,0.55531242,-0.175627763,0.201,0.173,1,0.028
IL17RA,0.556040861,-0.051730412,0.113,0.094,1,0.019
MTMR12,0.556218372,-0.040235638,0.151,0.13,1,0.021
ACO2,0.556351941,-0.091885401,0.214,0.193,1,0.021
SLC4A7,0.556978409,-0.005905977,0.176,0.154,1,0.022
UCHL3,0.557629695,-0.149985221,0.176,0.15,1,0.026
TXNL1,0.557776004,-0.32022289,0.516,0.406,1,0.11
TMEM150C,0.557830759,-0.064997507,0.17,0.185,1,-0.015
CXorf36,0.558056353,-0.124217605,0.327,0.276,1,0.051
CCRL2,0.558194907,-0.095103561,0.252,0.228,1,0.024
VAMP4,0.558947248,0.158449858,0.145,0.13,1,0.015
SMIM15,0.559486849,0.004744547,0.107,0.091,1,0.016
PHLPP1,0.559854533,-0.163998587,0.107,0.126,1,-0.019
CCDC107,0.559920878,-0.131280101,0.289,0.256,1,0.033
SPRTN,0.560997007,-0.013342496,0.138,0.118,1,0.02
TBC1D20,0.562305911,0.005732642,0.132,0.114,1,0.018
FAM122B,0.562561346,-0.056207439,0.113,0.094,1,0.019
XPR1,0.562905056,0.04581726,0.107,0.126,1,-0.019
CHORDC1,0.562971266,-0.166379379,0.409,0.346,1,0.063
REL,0.563197267,-0.112729018,0.384,0.327,1,0.057
CCDC94,0.563277462,-0.187639184,0.088,0.106,1,-0.018
GPATCH8,0.563632442,-0.002300636,0.208,0.189,1,0.019
FBXO8,0.563848508,-0.076847126,0.157,0.138,1,0.019
AVEN,0.564325045,-0.004274534,0.132,0.114,1,0.018
DGCR2,0.565019912,-0.089099116,0.126,0.106,1,0.02
SPPL2A,0.565067053,0.060411215,0.195,0.173,1,0.022
ACADM,0.565847103,-0.071372932,0.164,0.146,1,0.018
KDELR3,0.56617198,-0.057325719,0.107,0.091,1,0.016
PPP5C,0.566347662,0.017989576,0.132,0.114,1,0.018
GRSF1,0.566377349,0.02056378,0.189,0.173,1,0.016
TNIP2,0.567272778,-0.420730884,0.289,0.299,1,-0.01
ANXA3,0.567492059,-0.022391011,0.264,0.28,1,-0.016
RGS5,0.568234208,-0.587071923,0.239,0.205,1,0.034
ZNF638,0.568999422,-0.183973194,0.308,0.276,1,0.032
FAM131A,0.56964818,0.056555889,0.126,0.11,1,0.016
CAPN1,0.570244523,-0.112400482,0.214,0.193,1,0.021
MRPS2,0.571249273,-0.031067342,0.119,0.102,1,0.017
NAT10,0.571355464,-0.045885637,0.101,0.083,1,0.018
EIF4A1,0.571437318,-0.020121026,0.899,0.744,1,0.155
PPP2R5B,0.571462707,-0.128408882,0.126,0.142,1,-0.016
GOLM1,0.571670726,-0.179589771,0.377,0.323,1,0.054
PALM,0.573091146,-0.142813972,0.239,0.252,1,-0.013
TNFAIP3,0.573467272,-0.184664666,0.258,0.228,1,0.03
STIP1,0.57475092,-0.137329988,0.321,0.283,1,0.038
C4orf3,0.574786663,-0.314784568,0.761,0.551,1,0.21
LZTS2,0.575033163,-0.188707971,0.239,0.209,1,0.03
WWC2,0.575041494,0.019371251,0.189,0.169,1,0.02
RP9,0.576270972,-0.050595949,0.107,0.091,1,0.016
CLPP,0.57657509,-0.228945676,0.314,0.28,1,0.034
ZCCHC24,0.576584137,-0.022810371,0.119,0.102,1,0.017
IFI27L2,0.576675888,-0.169299113,0.264,0.232,1,0.032
SVIL,0.577091049,-0.070686831,0.145,0.173,1,-0.028
PPP6C,0.577317225,-0.192197439,0.289,0.26,1,0.029
UBXN2A,0.57795639,-0.085081033,0.138,0.118,1,0.02
PPP1R13B,0.578524148,-0.115675006,0.176,0.157,1,0.019
VOPP1,0.579365644,-0.268722683,0.201,0.22,1,-0.019
DONSON,0.579656091,-0.191571102,0.107,0.091,1,0.016
VPS72,0.580481064,-0.262183099,0.17,0.15,1,0.02
MAP3K13,0.580728629,-0.396256708,0.365,0.362,1,0.003
GPN2,0.581353555,0.029236215,0.113,0.098,1,0.015
CNPPD1,0.582970344,-0.072467557,0.151,0.134,1,0.017
C19orf25,0.583040768,-0.137371638,0.182,0.161,1,0.021
APOL1,0.58361681,-0.071788901,0.296,0.256,1,0.04
MAP1LC3B2,0.584192241,-0.057234407,0.132,0.114,1,0.018
MSX1,0.584471941,-0.139717982,0.264,0.283,1,-0.019
VTI1A,0.584644074,0.052006064,0.113,0.098,1,0.015
RPGR,0.58466076,-0.157328836,0.371,0.327,1,0.044
SRPK2,0.584852164,-0.008774243,0.277,0.256,1,0.021
RNF111,0.585669264,-0.033528247,0.113,0.094,1,0.019
PDE10A,0.585733929,0.000316664,0.132,0.114,1,0.018
FURIN,0.586112002,-0.029911783,0.233,0.256,1,-0.023
ATP10D,0.586115703,-0.022922431,0.145,0.126,1,0.019
RUVBL2,0.586125268,-0.004409339,0.138,0.126,1,0.012
ACTG1,0.586131021,-0.045317533,0.956,0.898,1,0.058
CNDP2,0.586592348,-0.13383584,0.289,0.26,1,0.029
DNM2,0.587389974,-0.095375363,0.289,0.264,1,0.025
UVRAG,0.587434091,0.068968611,0.22,0.201,1,0.019
CRELD1,0.58748796,-0.052341663,0.226,0.205,1,0.021
SLC12A7,0.588179141,-0.106430805,0.17,0.146,1,0.024
MCOLN1,0.588179181,-0.156408471,0.145,0.161,1,-0.016
GCLM,0.588808645,-0.075637115,0.138,0.157,1,-0.019
BCL2L11,0.591006654,-0.00933407,0.107,0.091,1,0.016
GJA4,0.591009272,0.486599875,0.132,0.118,1,0.014
HSD17B4,0.591332999,-0.366858193,0.239,0.248,1,-0.009
NR2F6,0.592101543,-0.027955664,0.113,0.134,1,-0.021
CCDC88A,0.592334018,-0.086452432,0.182,0.165,1,0.017
SLC6A8,0.593520486,-0.216833991,0.17,0.189,1,-0.019
HSPA1B,0.593919718,-0.175132623,0.899,0.689,1,0.21
WWP2,0.593987235,-0.046931234,0.101,0.087,1,0.014
MFSD12,0.594013874,-0.075774344,0.094,0.11,1,-0.016
GAK,0.595268967,-0.018465776,0.226,0.201,1,0.025
METTL3,0.595575324,-0.037791403,0.088,0.102,1,-0.014
EXOC5,0.595706588,-0.128198256,0.17,0.154,1,0.016
AGRN,0.596220438,0.011716262,0.182,0.169,1,0.013
TMEM205,0.596638231,-0.174796798,0.327,0.283,1,0.044
KIAA0100,0.59712497,-0.042192577,0.126,0.106,1,0.02
BICD2,0.598015191,-0.089741849,0.119,0.142,1,-0.023
CBFB,0.599225403,0.022307256,0.132,0.118,1,0.014
MAN2A1,0.599325539,-0.125120795,0.151,0.173,1,-0.022
RABGAP1,0.599437315,0.021483551,0.151,0.134,1,0.017
GUSB,0.599462974,-0.058250428,0.233,0.217,1,0.016
PEX13,0.599983846,-0.075614097,0.126,0.11,1,0.016
H6PD,0.602458362,-0.090427962,0.088,0.102,1,-0.014
KRBOX4,0.602584306,-0.148447361,0.138,0.161,1,-0.023
RAD50,0.602749586,-0.13177759,0.138,0.122,1,0.016
CCDC84,0.604224806,-0.111509015,0.126,0.11,1,0.016
LATS1,0.605378781,-0.084762639,0.107,0.126,1,-0.019
GGA1,0.605439538,-0.053219423,0.17,0.15,1,0.02
LENG1,0.605682338,-0.05296495,0.113,0.098,1,0.015
TPM2,0.606337616,-0.066804567,0.101,0.114,1,-0.013
INPP5K,0.60640352,-0.219622177,0.138,0.118,1,0.02
SESTD1,0.606716015,-0.349972537,0.352,0.35,1,0.002
ZNF593,0.606830866,-0.004478121,0.195,0.177,1,0.018
GART,0.607066865,-0.106861913,0.088,0.102,1,-0.014
RPRD1A,0.608014427,-0.092776834,0.145,0.126,1,0.019
EBP,0.608242092,-0.133621853,0.17,0.15,1,0.02
LCN6.1,0.609118683,-0.030999142,0.101,0.083,1,0.018
GLIS2,0.609279476,-0.041280971,0.101,0.087,1,0.014
PLD3,0.609845408,-0.237376014,0.283,0.248,1,0.035
MRPL34,0.609886476,-0.170857184,0.252,0.224,1,0.028
MYO1C,0.609991947,-0.198488266,0.314,0.283,1,0.031
CPSF2,0.610154284,-0.033394189,0.113,0.098,1,0.015
FN1,0.610405182,-0.351992812,0.415,0.339,1,0.076
ITGB3BP,0.610463022,-0.006945949,0.101,0.087,1,0.014
PIP5K1A,0.610467454,-0.015101888,0.088,0.106,1,-0.018
NR4A3,0.610517994,-0.15039077,0.119,0.13,1,-0.011
SESN3,0.611335403,-0.43338215,0.208,0.217,1,-0.009
MLX,0.611563335,-0.141151335,0.138,0.157,1,-0.019
KDM6A,0.611612071,0.038267257,0.088,0.106,1,-0.018
MNT,0.612034886,-0.08079293,0.145,0.126,1,0.019
ATXN1,0.612380402,-0.200175494,0.176,0.15,1,0.026
TSNAX,0.612890878,-0.079893521,0.277,0.248,1,0.029
PPP1R12C,0.613171226,-0.076243353,0.226,0.197,1,0.029
UFD1L,0.613790813,-0.324816363,0.396,0.335,1,0.061
TOPORS-AS1,0.614019767,-0.110439347,0.101,0.087,1,0.014
SNRNP25,0.614049516,-0.233055902,0.145,0.126,1,0.019
TMEM9B,0.614146483,-0.113249852,0.321,0.287,1,0.034
RAP2A,0.614245721,-0.135924486,0.17,0.154,1,0.016
ZNF672,0.614360905,0.014458662,0.126,0.114,1,0.012
TUBA1C,0.614391607,-0.335288955,0.604,0.472,1,0.132
PLEKHO2,0.614880885,-0.24348016,0.321,0.287,1,0.034
TECR,0.615783098,-0.377103722,0.358,0.311,1,0.047
UCHL5,0.616330753,-0.199449642,0.088,0.102,1,-0.014
ATG2A,0.616543279,0.052305005,0.189,0.169,1,0.02
USP6NL,0.617013883,-0.036484349,0.107,0.126,1,-0.019
CBWD1,0.617270442,0.040245847,0.157,0.138,1,0.019
ATG9A,0.617452274,-0.069226787,0.094,0.11,1,-0.016
CDC42BPB,0.618204945,0.023348719,0.182,0.161,1,0.021
RNF139,0.619828377,-0.196423288,0.239,0.213,1,0.026
MT1X,0.620101335,-0.092544792,0.308,0.283,1,0.025
ZC3H6,0.620227283,-0.057914088,0.107,0.094,1,0.013
LEO1,0.62119078,-0.059496724,0.119,0.102,1,0.017
PDLIM1,0.622091436,-0.208157927,0.868,0.669,1,0.199
CCDC130,0.623036404,-0.294191671,0.151,0.134,1,0.017
TMEM181,0.62308479,-0.066208693,0.138,0.157,1,-0.019
ABRACL,0.623141709,-0.027576375,0.182,0.169,1,0.013
SEC24C,0.624512848,-0.066978421,0.119,0.102,1,0.017
GFOD1,0.625353756,-0.087651653,0.17,0.193,1,-0.023
SNX1,0.626025307,-0.042796939,0.176,0.157,1,0.019
RPF1,0.62605897,0.009996767,0.132,0.154,1,-0.022
TMEM18,0.626466106,-0.263197875,0.258,0.224,1,0.034
PSPC1,0.626740371,-0.025331558,0.164,0.15,1,0.014
C18orf32,0.627872883,0.040834546,0.119,0.106,1,0.013
TPRG1L,0.628061601,-0.102883757,0.201,0.181,1,0.02
DDHD2,0.628337098,0.044825739,0.101,0.087,1,0.014
ARHGAP12,0.628753878,-0.081348159,0.094,0.11,1,-0.016
CTBP2,0.628890013,0.097940666,0.296,0.26,1,0.036
RRP1,0.629000407,-0.134992415,0.157,0.138,1,0.019
JMJD6,0.630033837,-0.298275993,0.39,0.362,1,0.028
SLC25A32,0.630408638,-0.063980658,0.189,0.165,1,0.024
ZBTB4,0.63154881,-0.09296181,0.195,0.173,1,0.022
NSMAF,0.631593064,-0.036054351,0.113,0.098,1,0.015
DDA1,0.631732689,-0.17326483,0.22,0.201,1,0.019
TMEM147,0.63264227,-0.197426431,0.346,0.319,1,0.027
DNAJC8,0.632900501,-0.19499129,0.465,0.398,1,0.067
C6orf1,0.633985455,-0.138768434,0.151,0.134,1,0.017
MBD6,0.634699256,-0.041319235,0.157,0.146,1,0.011
LAMTOR2,0.635029678,-0.31864759,0.289,0.264,1,0.025
RSPRY1,0.635152035,0.0241533,0.17,0.157,1,0.013
VCPKMT,0.635460912,-0.119301534,0.094,0.106,1,-0.012
PQLC1,0.63548734,-0.071156419,0.245,0.22,1,0.025
VPS37B,0.635531889,-0.197200893,0.245,0.256,1,-0.011
AKIP1,0.635577064,-0.011533191,0.094,0.11,1,-0.016
TMEM57,0.635882504,-0.272882467,0.164,0.181,1,-0.017
NOVA2,0.636001453,-0.099684678,0.233,0.209,1,0.024
FAF2,0.636971023,-0.138463665,0.145,0.13,1,0.015
ZNF302,0.637960714,0.00241035,0.101,0.087,1,0.014
TAX1BP1,0.639566269,-0.343933813,0.447,0.386,1,0.061
TRPM4,0.639947545,0.016632226,0.107,0.094,1,0.013
FKBP10,0.640088489,-0.041809787,0.189,0.177,1,0.012
PRDM2,0.640664696,-0.13295401,0.252,0.232,1,0.02
SPG7,0.641911068,-0.191880447,0.157,0.169,1,-0.012
COQ10A,0.644073769,-0.075755054,0.107,0.122,1,-0.015
ACTL6A,0.644777179,-0.080401906,0.113,0.13,1,-0.017
WRNIP1,0.645122298,-0.146728627,0.145,0.13,1,0.015
IER2,0.645482544,-0.180879539,0.83,0.638,1,0.192
BAG6,0.647521045,-0.092021952,0.283,0.264,1,0.019
MXI1,0.647760829,-0.085209271,0.208,0.224,1,-0.016
INTS12,0.649214063,0.03414658,0.145,0.13,1,0.015
TMEM243,0.649429429,-0.105076428,0.296,0.276,1,0.02
CLUAP1,0.649680569,0.041238968,0.101,0.091,1,0.01
SMARCD2,0.650418858,-0.062356533,0.107,0.091,1,0.016
GOSR2,0.650860321,-0.104228524,0.126,0.114,1,0.012
LPIN2,0.651044294,-0.004541464,0.157,0.142,1,0.015
STX17,0.65161784,-0.081306933,0.094,0.11,1,-0.016
PFDN6,0.651744505,-0.236710483,0.157,0.138,1,0.019
DAXX,0.652027969,-0.148099651,0.164,0.146,1,0.018
DR1,0.652289857,-0.145864496,0.126,0.142,1,-0.016
